summary,m_price,minimum_ni,m_monrevie,m_hostlist,m_avaliabl,density,london_imd_rank,london_imd_decile,imd,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env
29,75.17241379,2.379310345,1.2036,3.137931034,0.180538498,0.000242235,1587,4,26.667,0.172,0.107,9.669,0,0.616,34.829,38.201
125,143.376,6.176,1.134693878,30.136,0.36589589,0.000437968,3006,7,16.421,0.087,0.047,3.94,-0.05,-0.475,35.145,43.891
90,237.1,2.733333333,1.655483871,20.17777778,0.483683409,0.000381753,2057,5,22.973,0.123,0.083,12.124,-0.068,0.207,31.89,49.593
49,97.24489796,3.102040816,1.678780488,4.673469388,0.277215544,0.000454338,1288,3,28.921,0.116,0.103,19.835,0.277,0.874,30.886,54.831
90,114.1,4.711111111,1.648450704,16.05555556,0.252998478,0.000408132,754,2,33.607,0.155,0.089,12.752,0.647,1.56,30.849,58.94
46,150.6086957,3.065217391,1.769,7.02173913,0.33067302,0.000197501,2680,6,18.616,0.118,0.075,3.1,-0.128,-0.804,33.25,43.465
23,189.2173913,2.217391304,1.592105263,5.217391304,0.316021441,0.000164109,2341,5,21.011,0.153,0.077,10.474,0.497,-0.754,32.882,26.374
50,77.28,2.08,2.061904762,3.3,0.21830137,0.000545469,1889,4,24.291,0.077,0.038,2.742,0.253,0.883,36.742,73.995
33,123.6060606,2.575757576,1.874230769,39.75757576,0.169198838,0.000423973,1015,3,31.171,0.23,0.125,5.225,0.314,0.502,40.609,33.767
72,228.5416667,3.027777778,1.812615385,35.01388889,0.351902588,0.000472387,2409,5,20.471,0.116,0.062,4.182,0.253,-0.004,38.906,37.911
55,100.0181818,2.272727273,0.828095238,11.94545455,0.278156912,0.000573051,2755,6,18.245,0.106,0.056,4.169,-0.159,0.587,33.441,35.297
10,108.5,3.1,0.406666667,1.1,0.354246575,1.20E-05,3007,7,16.412,0.078,0.06,2.872,-0.424,0.715,35.889,26.89
14,80.07142857,3.428571429,0.6025,17.85714286,0.187671233,3.04E-05,2929,7,17.006,0.088,0.071,5.69,-0.416,0.895,26.207,29.238
18,65.38888889,2.833333333,0.525,1.388888889,0.207914764,6.72E-05,2887,6,17.282,0.102,0.07,1.478,-0.149,0.636,31.421,25.689
33,87.03030303,8.545454545,0.649285714,3.060606061,0.266832711,0.000144806,2917,7,17.081,0.102,0.077,3.34,-0.07,0.006,30.99,31.212
10,93.5,2.5,0.484444444,1.3,0.325753425,4.07E-05,1475,4,27.465,0.189,0.136,13.64,0.05,0.159,35.402,28.259
10,72.3,5.3,0.909,1.6,0.334246575,9.42E-06,3069,7,16.049,0.066,0.068,3.472,-0.231,0.619,32.123,29.837
14,105.1428571,3.071428571,0.961666667,1.214285714,0.125048924,0.000107502,3146,7,15.594,0.092,0.067,2.382,-0.25,0.299,21.868,40.028
25,114.44,5.88,0.804666667,1.2,0.301260274,0.000123164,2675,6,18.641,0.096,0.072,3.412,0.208,0.262,26.245,42.774
15,92.46666667,3.533333333,0.713571429,1.6,0.313059361,0.000148203,2890,6,17.262,0.095,0.062,3.266,0.066,0.237,20.635,48.744
13,108.5384615,4.615384615,0.93125,5.384615385,0.243835616,9.31E-05,2746,6,18.283,0.107,0.088,4.941,0.329,0.026,23.255,32.832
20,104.7,4.5,1.625625,4.45,0.259452055,0.000123372,3018,7,16.322,0.098,0.073,4.732,-0.126,0.035,22.851,39.12
59,85.22033898,2.440677966,1.432692308,32,0.491293244,0.000473386,1487,4,27.356,0.145,0.079,6.356,0.159,0.789,37.546,54.416
81,84.08641975,2.728395062,1.35115942,3.913580247,0.270049044,0.000283553,1910,4,24.1,0.144,0.072,11.008,-0.318,0.831,31.786,48.16
26,81.42307692,16.65384615,0.999166667,2.153846154,0.192939937,0.000362565,1453,4,27.729,0.179,0.098,13.028,0.232,0.514,35.443,40.759
42,120.047619,5.547619048,1.561714286,9.476190476,0.312524462,0.000345315,1111,3,30.428,0.177,0.091,13.23,0.515,0.708,33.763,52.997
24,93.95833333,10.5,1.414705882,2.333333333,0.295776256,0.000183816,1477,4,27.452,0.17,0.116,17.339,0.359,0.32,33.518,33.045
72,122.4722222,4.111111111,1.232166667,6.458333333,0.214916286,0.000533216,2067,5,22.926,0.149,0.073,11.423,-0.26,0.189,35.146,45.825
52,137.1346154,3.961538462,1.143170732,13.98076923,0.336617492,0.000309239,1220,3,29.514,0.166,0.107,11.408,0.887,0.612,35.049,34.892
66,148.8636364,3.878787879,1.1712,48.98484848,0.256537983,0.000346698,1613,4,26.493,0.107,0.067,15.97,0.599,0.947,37.749,41.484
28,71.78571429,3.428571429,1.294782609,5.464285714,0.255968689,0.000322722,1364,3,28.38,0.198,0.121,13.273,0.236,0.149,38.584,30.445
21,74.95238095,2.952380952,1.392631579,2.619047619,0.216438356,0.000280338,1130,3,30.268,0.192,0.108,7.146,0.18,1.119,32.028,45.064
34,93.76470588,2.323529412,1.293225806,1.794117647,0.218533441,0.000353005,1782,4,25.146,0.123,0.098,8.21,0.321,0.291,30.821,53.15
18,67.22222222,2.277777778,0.965333333,1.388888889,0.229528158,0.000210671,1865,4,24.487,0.166,0.098,12.192,-0.017,0.402,35.52,30.433
28,97.5,2.571428571,1.103333333,1.5,0.246771037,0.000176611,1421,3,27.983,0.183,0.13,15.492,0.2,0.28,32.427,34.428
24,92.25,2.708333333,0.597272727,1.25,0.122716895,7.17E-05,2839,6,17.58,0.084,0.083,7.079,-0.279,0.288,26.163,39.368
22,74.59090909,2.772727273,0.8645,1,0.189290162,0.000147328,1622,4,26.449,0.144,0.087,11.992,0.248,0.624,34.334,47.09
34,59.67647059,7.588235294,1.705416667,3.147058824,0.355036261,0.000241779,1500,4,27.301,0.195,0.113,10.62,0.008,0.189,42.504,26.796
23,114.8695652,2.956521739,0.724210526,44.7826087,0.23954735,4.02E-05,2083,5,22.806,0.099,0.066,2.501,0.413,1.317,25.735,43.178
27,67.88888889,2.666666667,0.820769231,1.296296296,0.311314054,4.73E-05,2438,6,20.176,0.133,0.096,7.803,-0.062,0.124,29.3,31.092
18,141.8333333,3.944444444,0.410714286,56.66666667,0.290410959,5.08E-05,3139,7,15.612,0.099,0.073,2.626,-0.114,-0.01,24.015,34.886
14,80.21428571,2.357142857,0.607692308,1.571428571,0.381604697,9.89E-05,1917,4,24.043,0.193,0.115,7.823,0.027,-0.1,34.424,22.796
13,95.76923077,2.923076923,1.292727273,16,0.12687039,8.62E-05,3253,7,14.812,0.095,0.066,4.897,-0.364,-0.127,28.391,32.002
67,90.20895522,2.373134328,1.748571429,34.23880597,0.203475772,0.000295628,1844,4,24.603,0.161,0.087,9.179,0.033,0.874,34.391,29.971
24,82.66666667,5.208333333,2.136818182,3.541666667,0.235616438,0.000211415,1342,3,28.547,0.177,0.101,14.507,0.305,1.129,30.797,32.803
117,179.6324786,5.162393162,1.607391304,15.68376068,0.326355228,0.00039466,2544,6,19.542,0.129,0.078,9.307,-0.002,-0.829,32.858,37.333
57,205.2105263,4.245614035,1.010227273,12.54385965,0.311319394,0.000461849,1627,4,26.416,0.184,0.106,10.965,0.482,0.511,34.533,22.089
16,112.6875,3.625,1.498571429,16.9375,0.347431507,0.000171319,1807,4,24.934,0.163,0.104,14.561,0.123,0.499,32.737,28.547
55,275.7636364,6.981818182,1.44,2.254545455,0.257334994,0.000129446,1681,4,25.963,0.146,0.079,7.547,-0.058,1.235,35.014,39.938
43,101.2325581,6.837209302,1.507941176,3,0.229818414,0.000293104,1531,4,27.067,0.191,0.102,9.924,-0.033,0.93,33.452,31.59
27,76.7037037,2.481481481,1.85625,5.851851852,0.208523592,0.000202443,1716,4,25.711,0.177,0.1,18.381,0.046,0.379,34.624,28.872
26,63,2.269230769,1.523181818,3.384615385,0.241833509,0.000173524,1693,4,25.892,0.171,0.095,7.945,0.226,0.494,38.868,31.481
45,80.2,3.666666667,0.876486486,24.42222222,0.634885845,0.000210215,2150,5,22.29,0.151,0.085,9.776,-0.209,0.443,38.341,25.293
26,90.92307692,5.192307692,0.559444444,1.730769231,0.212118019,0.000304093,2115,5,22.583,0.115,0.068,9.849,-0.321,0.641,36.574,47.313
14,68.78571429,2.142857143,0.965,1.785714286,0.157729941,0.00017742,1481,4,27.397,0.159,0.101,14.781,-0.031,0.855,38.977,32.887
22,105.4545455,5.818181818,0.8445,2.909090909,0.182067248,0.000185566,1629,4,26.395,0.132,0.1,22.029,0.209,0.936,31.583,31.806
19,132.1578947,3.263157895,0.829285714,53.78947368,0.114203317,0.000127217,2879,6,17.334,0.101,0.074,4.344,-0.097,0.404,24.315,36.507
5,67.2,1.8,1.21,1.2,0.337534247,4.71E-05,1881,4,24.36,0.188,0.109,16.123,0.118,-0.361,32.689,25.206
23,88.26086957,6.173913043,0.798947368,1.434782609,0.352352591,5.77E-05,2402,5,20.516,0.133,0.08,7.763,-0.137,0.317,27.522,40.908
6,70.16666667,3.333333333,0.362,4.5,0.347031963,5.67E-05,2966,7,16.687,0.115,0.057,13.288,-0.304,-0.342,35.549,24.9
27,97.18518519,9.518518519,0.614347826,1.333333333,0.121156773,0.000153129,3115,7,15.763,0.087,0.071,3.077,-0.414,0.397,28.71,32.355
27,74.62962963,7.851851852,0.85875,2.481481481,0.237037037,0.000143722,2515,6,19.671,0.13,0.084,8.358,0.039,0.286,31.894,23.148
45,76.62222222,4.466666667,1.476896552,2.688888889,0.179543379,0.000183271,2250,5,21.669,0.142,0.082,10.985,0.11,0.756,31.778,19.329
55,108.8727273,3.745454545,0.91,3.672727273,0.188144458,0.00017742,2891,6,17.254,0.032,0.017,7.598,-0.088,1.322,30.646,43.357
32,78.71875,3.40625,1.125,3.0625,0.325256849,0.000319369,921,2,31.991,0.179,0.099,17.385,0.592,0.46,36.429,54.839
34,74.26470588,4.676470588,0.86,1.088235294,0.253505238,0.000164212,2270,5,21.531,0.101,0.069,5.808,-0.205,1.389,28.903,36.312
20,63.65,2.2,0.856842105,2.7,0.286712329,0.000119866,1237,3,29.363,0.183,0.093,14.193,0.372,1.046,35.77,34.071
32,89.84375,3.3125,0.744583333,1.03125,0.129965753,0.000185864,1480,4,27.404,0.148,0.095,2.314,0.634,1.408,27.453,35.605
27,102.037037,2.851851852,0.81,2.814814815,0.109081684,0.000241961,2583,6,19.287,0.11,0.08,3.271,0.25,0.421,23.483,38.838
28,88.53571429,2.714285714,0.71047619,1.321428571,0.140410959,0.000198539,1931,4,23.913,0.166,0.114,8.408,-0.199,0.522,31.99,28.97
19,67.94736842,2.526315789,1.27,5.473684211,0.10555155,8.16E-05,570,2,35.543,0.19,0.107,12.991,-0.067,1.977,38.682,48.747
11,70.63636364,2,1.487777778,1,0.123038605,8.56E-05,2757,6,18.227,0.15,0.081,5.249,0.058,-0.423,26.762,28.221
5,69.2,1.8,1.075,1.6,0.376438356,1.46E-06,2738,6,18.319,0.117,0.082,14.066,-0.463,-0.09,35.389,21.95
6,42.83333333,3.166666667,0.405,1.5,0.108675799,1.86E-05,3141,7,15.61,0.099,0.065,15.636,-0.32,-0.143,29.334,23.049
3,65,4.333333333,0.033333333,1,0.16803653,7.79E-06,2324,5,21.103,0.16,0.101,8.274,0.134,0.495,20.511,25.272
3,42.33333333,1,0.365,1.333333333,0.41369863,7.25E-06,1396,3,28.156,0.154,0.102,20.585,-0.064,0.802,29.228,49.851
1,90,3,0.4,2,0.060273973,4.88E-06,2494,6,19.777,0.105,0.086,23.379,-0.03,0.377,24.78,26.052
3,63.33333333,1.666666667,0.383333333,6,0.0456621,1.27E-05,3074,7,16.018,0.089,0.063,3.72,-0.238,0.86,21.855,32.141
2,30.5,1.5,1.29,1,0.721917808,1.60E-05,2329,5,21.087,0.165,0.11,12.102,-0.071,0.306,24.97,16.537
3,1683.666667,1.333333333,0.24,1,0.121461187,1.27E-05,2011,5,23.361,0.18,0.106,20.282,-0.403,0.008,31.138,25.836
3,36.66666667,1.333333333,0.823333333,1,0.482191781,1.87E-05,2254,5,21.634,0.165,0.108,9.976,0.181,-0.502,30.08,22.771
3,85,2,1.253333333,1.333333333,0.449315068,1.47E-05,3239,7,14.903,0.112,0.062,10.498,-0.335,-0.132,25.284,27.279
2,40.5,6,1.68,1,0,8.05E-06,3010,7,16.373,0.101,0.081,11.946,0.065,0.323,18.04,23.038
3,111,2.666666667,0.493333333,1,0.375342466,1.78E-05,2880,6,17.325,0.101,0.105,8.874,-0.337,0.181,21.386,29.047
1,25,2,0.1,2,0.997260274,4.43E-06,2627,6,18.938,0.14,0.093,8.612,0.153,-0.018,21.271,28.262
4,36.75,1,1.646666667,1,0.360273973,1.70E-05,2902,7,17.18,0.119,0.074,7.171,-0.23,0.137,22.079,37.094
4,39.5,1.75,1.2525,1.25,0.447945205,1.44E-05,2997,7,16.45,0.108,0.095,6.415,-0.247,-0.85,27.317,29.413
1,30,1,0.06,1,0.997260274,5.65E-06,2118,5,22.532,0.127,0.09,23.111,0.284,0.082,30.63,27.184
113,69.40707965,3,0.871904762,8.548672566,0.185937689,0.000674721,1471,4,27.495,0.184,0.103,9.012,0.43,0.73,27.049,40.716
53,183.6603774,25.45283019,1.00627907,22.54716981,0.134556733,0.000918312,1505,4,27.239,0.14,0.062,3.34,0.369,0.564,32.914,75.606
32,60.8125,3.8125,0.63,1.75,0.151369863,0.000249087,1687,4,25.908,0.201,0.109,13.348,0.183,0.338,28.164,31.073
97,85.75257732,3.969072165,1.26345679,9.216494845,0.158282728,0.000886861,1748,4,25.423,0.152,0.076,6.408,0.402,1.15,29.048,37.885
115,66.62608696,4.052173913,1.433586957,31.82608696,0.276021441,0.001084237,1376,3,28.299,0.166,0.086,11.473,0.465,1.269,29.303,37.905
92,84.44565217,4.195652174,1.676,13.32608696,0.296545563,0.000571431,1789,4,25.084,0.119,0.058,7.214,-0.292,1.303,32.895,56.306
82,81.08536585,5.573170732,1.015757576,19.74390244,0.298329435,0.000499118,968,3,31.539,0.164,0.092,4.09,0.727,1.53,33.31,44.607
44,79.22727273,2.886363636,1.953684211,5.295454545,0.140846824,0.000519659,1817,4,24.876,0.144,0.073,13.354,0.349,0.794,32.781,37.255
105,89.73333333,3.838095238,1.320952381,17.46666667,0.307762557,0.00034891,2864,6,17.411,0.134,0.064,10.429,-0.05,-0.653,31.154,29.333
37,91.97297297,2,1.875806452,63.21621622,0.349500185,9.04E-05,2122,5,22.505,0.164,0.102,9.965,0.278,0.544,26.685,18.466
46,95.06521739,2.804347826,1.220882353,4.065217391,0.376116736,0.000334969,2620,6,18.973,0.145,0.077,8.194,0.593,-0.294,25.438,19.651
32,62.3125,4.90625,0.948333333,23.78125,0.300856164,0.000248215,2359,5,20.839,0.08,0.039,8.298,-0.118,-0.037,33.652,77.145
33,74.06060606,7.090909091,1.0075,43.63636364,0.223412204,0.000264183,2213,5,21.888,0.128,0.085,12.526,0.238,0.945,23.542,27.091
25,86.56,3,0.939444444,13.72,0.203287671,0.000235116,1712,4,25.746,0.183,0.104,12.646,0.25,0.54,28.64,31.979
34,83.76470588,3.764705882,0.72037037,42.05882353,0.181385979,0.00021406,1449,3,27.77,0.184,0.104,17.016,0.302,0.914,27.135,32.763
32,90.25,2.53125,0.795833333,33,0.106849315,0.000168234,2371,5,20.727,0.097,0.056,5.217,-0.46,1.515,24.139,44.937
55,83.4,4.981818182,0.89625,12.70909091,0.198505604,9.55E-05,1893,4,24.249,0.112,0.064,2.713,-0.349,1.913,23.131,52.187
28,73.85714286,2,1.14,22.39285714,0.304011742,0.000429084,1198,3,29.74,0.228,0.118,13.649,-0.017,0.992,26.729,34.722
80,78.95,6.05,1.043384615,10.925,0.268835616,0.000479705,2654,6,18.74,0.107,0.05,5.047,-0.594,0.869,25.669,49.628
14,98.42857143,2.285714286,0.9275,2.5,0.165166341,0.000140409,2204,5,21.968,0.129,0.084,6.528,-0.273,0.335,37.294,39.084
91,74.9010989,4.648351648,0.992692308,17.25274725,0.282884239,0.000689377,1653,4,26.215,0.164,0.089,7.56,0.449,0.947,27.822,38.688
25,49.72,2.56,1.313529412,60.48,0.466849315,0.000149484,1697,4,25.849,0.15,0.056,28.759,0.319,0.115,34.756,46.926
19,82.42105263,5.736842105,0.998333333,2.263157895,0.243547224,0.000130065,1249,3,29.288,0.167,0.088,21.587,0.616,0.886,28.82,41.661
40,82.75,12.65,1.2609375,17.375,0.311575342,0.000486558,1556,4,26.897,0.195,0.098,15.197,0.124,0.813,26.632,35.589
38,69.36842105,4,0.494230769,7.184210526,0.267844268,0.000179835,815,2,32.998,0.24,0.121,8.844,0.107,1.19,28.817,45.232
61,61.86885246,2.573770492,1.42826087,4.409836066,0.186750505,0.000209571,2148,5,22.295,0.137,0.055,8.695,-0.428,1.291,32.506,35.617
49,90.18367347,4.102040816,1.499230769,12.24489796,0.226558569,0.000491913,1338,3,28.558,0.196,0.106,12.545,0.404,0.809,29.809,34.799
123,118.3495935,2.243902439,1.567934783,36.24390244,0.521773026,0.000573229,2673,6,18.648,0.146,0.084,6.7,-0.169,-0.666,29.949,32.095
35,85.97142857,8.371428571,1.723846154,3.371428571,0.294716243,0.000261272,1671,4,26.077,0.205,0.113,14.003,-0.008,0.534,31.42,22.962
88,74.44318182,2.511363636,1.415915493,30.96590909,0.256382316,0.000389287,1924,4,23.954,0.194,0.095,8.672,-0.177,0.571,30.574,29.454
179,98.77653631,2.82122905,1.810833333,28.38547486,0.360541823,0.001497763,483,1,36.699,0.217,0.13,6.227,0.628,1.389,30.649,54.406
72,74.93055556,4.972222222,1.374716981,36.81944444,0.360806697,0.000861219,1308,3,28.761,0.223,0.109,13.694,0.051,0.895,30.13,30.48
99,71.64646465,2.191919192,0.972151899,17.16161616,0.269932199,0.001217205,1851,4,24.564,0.179,0.085,15.278,0.012,0.312,31.823,36.599
46,118.5869565,2.391304348,1.098684211,51.04347826,0.182906492,0.000552116,2253,5,21.635,0.114,0.057,2.712,0.08,1.405,21.555,44.536
169,93.03550296,2.946745562,1.462394366,25.76331361,0.362486828,0.001796483,858,2,32.576,0.199,0.107,15.126,0.445,1.676,28.434,34.287
448,109.9910714,2.716517857,1.431804124,29.49107143,0.385194472,0.001633307,1463,4,27.603,0.172,0.09,4.194,0.374,1.293,31.478,35.169
68,68,5.985294118,0.983191489,14.82352941,0.355398872,0.000485953,884,2,32.255,0.192,0.114,11.588,0.358,1.521,30.651,38.304
67,91.07462687,2,1.8355,20.29850746,0.468902065,0.000951975,1441,3,27.821,0.201,0.095,11.422,0.844,0.695,29.256,24.016
191,108.6858639,3.937172775,1.462384106,17.03664921,0.234684071,0.001410228,1855,4,24.528,0.118,0.044,5.863,-0.259,0.748,34.692,76.669
96,111.9375,3.677083333,1.001791045,15.20833333,0.456934932,0.001144956,1648,4,26.259,0.162,0.077,11.803,-0.1,1.316,30.032,39.698
11,52,4.090909091,1.105714286,5.636363636,0.283437111,0.000108344,2043,5,23.151,0.116,0.067,13.867,-0.395,0.36,36.418,54.277
16,69.5,2.1875,0.971666667,5.4375,0.220376712,0.000137066,1961,5,23.702,0.138,0.076,17.384,-0.087,-0.207,38.51,44.211
17,66.94117647,6.941176471,1.15,18.41176471,0.279452055,0.000175215,2938,7,16.923,0.096,0.047,9.942,-0.751,0.169,32.208,45.274
9,52.55555556,4.777777778,0.99,3.222222222,0.134246575,8.41E-05,2078,5,22.836,0.153,0.078,16.202,-0.203,-0.441,42.216,32.482
5,65.8,2.8,0.864,1,0.286027397,4.41E-05,1389,3,28.195,0.145,0.086,19.068,0.662,0.425,40.628,36.146
11,72.09090909,3,0.248571429,2.090909091,0.163387298,0.000110574,1426,3,27.949,0.179,0.097,15.028,0.176,0.52,44.426,26.464
27,65.44444444,3.407407407,1.212916667,16.40740741,0.371182141,0.000126615,1882,4,24.337,0.125,0.075,20.331,-0.486,0.54,43.507,36.357
15,60.33333333,2.4,1.134,4.066666667,0.268858447,0.000130278,1667,4,26.107,0.169,0.086,18.937,-0.037,0.142,43.055,32.445
15,75.26666667,13.8,0.519230769,4.4,0.345753425,0.000158514,2568,6,19.373,0.113,0.06,9.376,-0.517,0.047,38.84,40.248
17,64.35294118,4.058823529,0.692222222,1.941176471,0.347784045,0.000159946,1858,4,24.516,0.13,0.073,13.282,-0.533,0.267,50.338,36.545
12,57.58333333,4.583333333,0.405,3,0.182648402,3.32E-05,2139,5,22.387,0.125,0.07,17.028,-0.197,0.405,40.612,31.994
7,39.57142857,1.857142857,0.9675,2.285714286,0.628180039,2.51E-05,3117,7,15.753,0.086,0.061,9.478,-0.668,0.254,30.34,34.693
7,41,2.285714286,1.362,1.857142857,0.497455969,4.88E-05,2354,5,20.885,0.117,0.076,16.451,-0.315,0.274,32.708,38.391
5,47.4,1.6,0.533333333,1.2,0.066849315,2.68E-05,2764,6,18.181,0.126,0.056,14.492,-0.55,0.553,27.715,33.167
17,91.82352941,3.588235294,0.426923077,7.941176471,0.391941982,7.33E-05,3161,7,15.495,0.1,0.056,8.445,-0.641,0.206,31.991,29.731
10,54.5,5.3,0.737777778,1,0.076438356,3.74E-05,2770,6,18.169,0.122,0.06,13.198,-0.893,0.105,36.954,31.663
6,82.5,2.666666667,1.4175,2,0.578538813,1.91E-05,1332,3,28.615,0.186,0.099,16.046,0.202,-0.159,43.184,39.94
4,37.5,2.5,1.345,2,0.05,9.32E-06,3220,7,15.035,0.095,0.073,11.758,-0.354,-0.359,28.053,25.236
2,29,1.5,1.04,1,0.590410959,3.49E-06,3064,7,16.068,0.088,0.075,12.874,-0.637,0.254,33.377,18.579
2,64,2.5,0.245,1,0.120547945,8.13E-06,1778,4,25.177,0.161,0.108,17.715,-0.154,0.124,42.99,20.492
4,60.75,16.75,0.585,1.5,0.291780822,1.18E-05,2835,6,17.614,0.124,0.081,15.75,-0.642,0.014,31.493,19.608
5,92.8,3.4,1.006666667,1,0.459726027,2.06E-05,2188,5,22.079,0.147,0.104,9.553,-0.007,0.138,37.076,18.691
3,33.33333333,3.333333333,0.21,1.666666667,0,1.46E-05,3181,7,15.397,0.079,0.054,17.65,-0.786,0.037,28.846,36.556
14,96.57142857,1.785714286,1.148888889,4.285714286,0.412133072,1.72E-05,2020,5,23.288,0.102,0.08,8.647,-0.133,0.742,38.232,43.409
1,100,4,0.79,1,0.060273973,3.34E-06,2572,6,19.357,0.124,0.072,12.104,-0.207,0.018,31.797,35.437
9,80.22222222,1.666666667,0.40125,2.111111111,0.589954338,3.09E-05,2541,6,19.553,0.102,0.068,11.664,-0.215,0.335,29.993,43.608
5,164.8,1.6,0.795,2.8,0.476164384,4.06E-05,1503,4,27.28,0.139,0.098,21.071,-0.045,0.956,33.59,39.226
7,93.14285714,1.857142857,1.4225,4.428571429,0.516634051,4.93E-05,2222,5,21.837,0.11,0.073,13.628,-0.067,0.518,36.811,35.964
16,112.9375,2.0625,0.898571429,2.75,0.406335616,0.000165837,3105,7,15.818,0.108,0.044,16.478,-0.392,-0.198,34.26,26.508
13,75.69230769,4.923076923,1.07625,1.615384615,0.22402529,0.000120262,2383,5,20.617,0.116,0.077,11.854,-0.356,0.003,33.237,44.729
14,72.07142857,5,1.285,4.928571429,0.261643836,0.000146992,1737,4,25.577,0.119,0.071,18.795,-0.006,0.04,41.663,53.813
19,73.94736842,2.894736842,1.312142857,5.842105263,0.250036049,0.000147838,2913,7,17.097,0.1,0.062,7.198,-0.437,-0.221,36.489,36.324
26,78,3.192307692,0.833043478,8.461538462,0.28914647,0.000221853,2365,5,20.785,0.114,0.064,9.337,-0.327,0.44,38.376,39.45
22,104.1818182,13.5,0.861333333,3.818181818,0.451681196,0.000201339,2172,5,22.168,0.098,0.064,13.95,0.163,0.18,38.876,44.289
2,30.5,9.5,0.26,1.5,0.916438356,2.41E-06,2482,6,19.845,0.114,0.072,13.54,-0.285,0.772,26.268,34.626
3,61.66666667,1.666666667,1.135,1,0.540639269,1.38E-05,2055,5,22.983,0.13,0.097,17.686,-0.62,0.407,35.03,36.043
2,76,15.5,0.925,1,0.497260274,3.91E-06,2107,5,22.668,0.148,0.086,15.609,-0.242,0.685,30.736,30.229
5,60.2,2,0.6725,1.4,0.20109589,1.85E-05,2573,6,19.354,0.119,0.095,9.876,-0.052,0.352,27.532,24.751
17,228.8823529,8.705882353,0.870666667,1.235294118,0.289766317,2.30E-05,2290,5,21.317,0.146,0.076,11.465,-0.224,0.699,30.062,30.521
15,78.2,2.533333333,0.9975,1.533333333,0.22173516,7.03E-05,1650,4,26.237,0.135,0.076,18.428,-0.023,0.715,36.387,47.562
9,68,2.111111111,1.49,1.222222222,0.326331811,6.31E-05,2225,5,21.831,0.139,0.065,10.747,0.082,0.039,40.519,33.733
10,59.2,2.4,1.0375,1.2,0.073424658,6.64E-06,2889,6,17.268,0.097,0.061,8.169,-0.303,0.472,28.791,36.361
14,68.35714286,2.285714286,0.901538462,6.214285714,0.187475538,0.000124212,2475,6,19.912,0.124,0.063,13.352,-0.424,-0.036,32.408,45.536
32,71.15625,4.625,0.7412,9.15625,0.161044521,0.000135554,1560,4,26.872,0.151,0.073,7.911,-0.631,1.668,38.735,37.09
10,45.9,1.8,1.645,1.5,0.225753425,5.77E-05,1257,3,29.213,0.18,0.114,20.914,-0.07,0.57,33.392,43.839
27,82.48148148,5.444444444,0.413888889,11.96296296,0.466666667,2.44E-05,2170,5,22.183,0.123,0.086,23.565,-0.03,0.225,34.162,27.297
7,72,2.571428571,1.36,1.428571429,0.111937378,5.87E-05,1358,3,28.415,0.153,0.108,14.527,0.128,0.633,40.764,38.237
17,94.23529412,3.529411765,0.982727273,3.941176471,0.423045931,0.000121198,2125,5,22.458,0.104,0.063,12.086,-0.078,0.229,37.76,52.112
10,43.6,2.1,1.4225,1.3,0.308219178,8.47E-05,2018,5,23.297,0.149,0.084,6.494,-0.045,0.764,31.584,37.404
22,49.13636364,3.363636364,2.59,2.363636364,0.239975093,0.000139738,1479,4,27.417,0.175,0.101,9.359,0.089,0.816,37.673,34.327
22,55.86363636,2.727272727,1.30125,3.181818182,0.252801993,0.000179907,1619,4,26.46,0.145,0.077,12.203,0.302,0.999,36.749,36.317
15,78.93333333,5.133333333,0.7,1.2,0.350684932,9.95E-05,2713,6,18.448,0.116,0.076,6.63,-0.761,0.355,34.334,32.632
2,32,2,1.625,3,0.212328767,6.97E-06,2273,5,21.52,0.129,0.085,17.7,-0.243,0.89,26.335,26.507
3,23.66666667,1.666666667,2.216666667,1,0.120547945,6.36E-06,2059,5,22.953,0.113,0.101,18.49,-0.035,0.529,36.079,24.11
1,40,2,0.15,1,0.490410959,3.64E-06,2048,5,23.066,0.13,0.09,16.717,-0.108,0.719,30.917,32.189
7,55.42857143,2.285714286,0.958,3.857142857,0.720939335,3.85E-05,2563,6,19.401,0.123,0.072,15.661,-0.448,0.44,30.167,31.604
3,83.33333333,2.666666667,0.85,2.333333333,0.047488584,1.14E-05,2318,5,21.127,0.086,0.062,15.201,-0.713,0.452,38.421,49.508
8,35.625,2.125,0.26125,2.25,0.483219178,6.29E-05,1794,4,25.042,0.157,0.102,16.363,-0.504,0.418,35.785,37.892
25,54.64,2.08,0.542777778,1.64,0.170630137,0.000188766,1699,4,25.839,0.189,0.096,16.785,-0.264,0.211,35.847,36.586
5,89,2.2,0.2875,1.8,0.18739726,4.00E-05,1756,4,25.371,0.14,0.082,17.798,-0.174,0.779,35.139,41.055
19,59.78947368,4.210526316,0.379090909,1.578947368,0.174333093,4.66E-05,2257,5,21.595,0.123,0.064,19.776,-0.557,0.246,41.909,33.224
14,57.64285714,4.428571429,1.005384615,1,0.250293542,2.62E-05,2027,5,23.261,0.141,0.102,16.05,-0.193,0.009,40.975,24.029
26,95.19230769,11.23076923,0.978888889,3.115384615,0.419810327,5.09E-05,1875,4,24.388,0.112,0.062,9.727,0.075,0.884,40.062,44.661
