summary,m_price,minimum_ni,m_monrevie,m_hostlist,m_avaliabl,density,london_imd_rank,london_imd_decile,imd,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env
23,63.91304348,2.434782609,0.562105263,1.608695652,0.337224538,0.000129085,2853,6,17.48,0.115,0.066,10.56,-0.735,0.515,32.942,25.356
2,37.5,1.5,0.07,1,0.094520548,2.01E-07,2430,6,20.247,0.09,0.063,17.091,-0.819,-0.08,54.288,21.382
1,27,1,4.29,3,0.21369863,8.35E-07,1926,4,23.938,0.098,0.128,10.464,-0.349,1.423,32.803,14.269
1,60,2,0.08,1,0.22739726,4.78E-06,2106,5,22.669,0.157,0.101,27.179,-0.641,0.7,25.556,18.395
1,30,2,1,2,0.904109589,2.68E-06,2053,5,23.025,0.128,0.084,16.089,-0.85,1.182,31.437,31.332
4,54.75,2.25,1.2525,1,0.702054795,1.84E-05,2556,6,19.434,0.116,0.092,8.123,-0.731,0.807,24.677,33.366
8,86,1.375,0.378,2,0.185616438,3.46E-05,1408,3,28.064,0.182,0.121,18.249,-0.405,1.126,30.856,28.545
2,132.5,6,0.125,1,0.224657534,1.07E-05,2761,6,18.196,0.115,0.089,13.786,-0.566,0.218,26.417,29.681
18,69.38888889,1.833333333,1.321428571,1.722222222,0.351598174,9.62E-05,2500,6,19.757,0.134,0.08,6.293,-0.62,0.396,26.855,43.053
13,120.6153846,2.076923077,0.619,7.923076923,0.179135933,5.05E-05,2894,6,17.243,0.116,0.08,6.858,-0.422,0.061,29.781,30.195
6,57.5,1.5,0.75,1,0.430136986,3.82E-05,2237,5,21.754,0.133,0.074,14.848,-0.346,0.742,24.544,43.533
10,51.7,2.7,1.91875,1,0.26739726,6.10E-05,1720,4,25.697,0.19,0.105,19.111,-0.114,0.313,33.09,28.513
2,100,1.5,1.655,1.5,0.287671233,5.03E-06,1610,4,26.536,0.194,0.12,16,-0.247,0.642,32.701,24.467
3,45,1.666666667,0.836666667,1,0.77716895,5.11E-06,2319,5,21.127,0.138,0.127,6.868,-0.106,0.608,22.748,20.864
7,57.71428571,1.571428571,1.538571429,3.285714286,0.46888454,4.15E-05,3176,7,15.415,0.105,0.074,3.174,-0.434,0.306,25.338,28.484
5,62,1.6,0.5275,1,0.015890411,2.87E-05,2932,7,17,0.103,0.089,7.188,-0.42,-0.453,30.078,32.958
15,115.3333333,5,0.375,4.6,0.431232877,0.000182786,2179,5,22.13,0.172,0.126,7.14,-0.456,0.443,21.463,30.249
16,91.375,2.5,1.144444444,3.0625,0.344863014,0.000161896,2907,7,17.13,0.153,0.089,6.343,-0.86,0.186,20.913,27.412
73,183.0684932,3.164383562,1.29828125,27.65753425,0.399887409,0.000382885,3100,7,15.832,0.12,0.061,6.985,-0.417,-0.401,26.288,37.509
69,123.0724638,2.753623188,1.803389831,9.507246377,0.370815962,0.000575411,984,3,31.404,0.209,0.131,13.089,0.453,1.309,22.519,32.37
36,230.7222222,8.361111111,1.181481481,94.02777778,0.326788432,0.000171743,2824,6,17.703,0.164,0.069,5.566,-0.608,0.213,24.94,31.218
85,117.8235294,3.788235294,1.745,12.91764706,0.367219984,0.000755177,773,2,33.498,0.177,0.129,4.645,0.213,1.735,25.48,54.956
111,122.5495495,2.315315315,1.867446809,12.28828829,0.392866839,0.000679855,669,2,34.37,0.158,0.137,12.966,0.699,1.7,27.059,42.259
55,122.1090909,7.109090909,1.209333333,27.87272727,0.305554172,0.000553122,2798,6,17.932,0.11,0.08,2.487,-0.602,0.661,26.685,35.131
62,131.8548387,8.241935484,1.101276596,38.90322581,0.352319929,0.000437591,2129,5,22.434,0.151,0.108,3.61,-0.338,0.364,23.401,47.262
65,89.93846154,2.246153846,1.260363636,25.2,0.231738672,0.000569585,2176,5,22.144,0.162,0.102,5.687,0.035,0.402,23.231,35.937
39,115.8461538,5.307692308,1.370625,29.71794872,0.145556726,0.00030538,1566,4,26.832,0.186,0.142,7.51,-0.036,0.66,21.676,39.027
32,59.09375,2.71875,1.324230769,3.21875,0.258304795,0.000211219,1885,4,24.312,0.156,0.111,8.797,-0.004,0.819,24.267,35.741
32,77.9375,2.53125,1.01375,10.15625,0.247174658,0.00027693,2221,5,21.838,0.158,0.101,13.15,-0.45,0.838,22.716,25.818
35,96.17142857,5.514285714,1.33125,8.457142857,0.29964775,0.000345048,1675,4,26.042,0.162,0.12,18.221,-0.065,1.068,19.569,31.98
28,152.7857143,3.25,1.368181818,18.03571429,0.196183953,0.000272401,2630,6,18.925,0.157,0.089,3.72,-0.322,0.572,18.249,31.053
49,104.5306122,3.306122449,2.12,6.183673469,0.301928991,0.0004229,1847,4,24.584,0.187,0.107,15.771,-0.48,1.107,21.752,23.772
12,96.41666667,4,0.511818182,84.41666667,0.258675799,6.94E-05,1509,4,27.211,0.201,0.155,15.136,-0.156,0.183,23.205,33.822
38,119.6842105,3.236842105,1.238275862,27.89473684,0.218457102,4.21E-05,2145,5,22.316,0.181,0.107,11.16,-0.218,0.737,18.921,24.35
41,131.3902439,3.414634146,1.6590625,8.56097561,0.321149348,0.000553995,2049,5,23.058,0.195,0.11,13.757,-0.388,-0.816,23.662,40.954
106,145.3679245,3.443396226,1.389247312,25.24528302,0.295476867,0.000717727,2552,6,19.491,0.135,0.083,10.937,-0.667,-0.974,25.341,51.268
144,218.5138889,5.840277778,1.49859375,26.11111111,0.51000761,0.000864474,2379,5,20.684,0.131,0.086,9.457,-0.981,0.323,23.461,52.395
154,212.8961039,3.798701299,1.291071429,24.66233766,0.480679594,0.001027116,2239,5,21.741,0.116,0.08,10.534,-0.303,0.828,23.423,48.166
32,143.03125,3.3125,0.971481481,79.90625,0.149743151,0.000258302,3201,7,15.197,0.086,0.061,3.194,-0.358,0.657,22.053,35.504
40,110.175,2.1,1.109090909,5.8,0.113630137,0.000210321,2244,5,21.717,0.16,0.103,9.155,0.111,0.236,22.659,31.657
28,110.6785714,3.142857143,1.15875,40,0.145303327,0.000327735,2569,6,19.37,0.124,0.103,3.479,0.174,0.605,19.331,25.607
33,82.48484848,6.636363636,0.943448276,40.60606061,0.156662516,0.000359745,2863,6,17.412,0.149,0.076,4.334,0.091,0.196,20.118,25.117
43,149.8837209,5.813953488,1.004137931,99.8372093,0.208601465,0.000168468,2427,6,20.295,0.148,0.108,5.663,-0.177,0.265,18.688,36.205
27,75.2962963,7.111111111,1.0475,10.33333333,0.278031456,0.000279596,1755,4,25.374,0.203,0.123,18.603,-0.063,0.323,20.413,30.149
34,102.3529412,3.117647059,0.9625,8.911764706,0.206285254,0.000509003,2457,6,20.043,0.164,0.098,10.65,0.07,0.374,17.943,21.605
29,115.4827586,2.965517241,0.728095238,72.72413793,0.214359943,0.000268922,1714,4,25.739,0.159,0.104,9.524,-0.392,1.344,18.064,44.647
40,171.65,3.35,1.455714286,46.875,0.277945205,0.000455456,2276,5,21.454,0.147,0.081,19.968,-0.712,0.094,23.787,46.56
105,109.7904762,1.847619048,2.523690476,9.20952381,0.413881279,0.001296719,746,2,33.666,0.18,0.125,16.227,0.196,1.25,25.309,59.935
21,127.8571429,2.142857143,2.413529412,9.285714286,0.315198956,0.000427413,2512,6,19.688,0.144,0.077,8.647,-0.212,0.175,24.916,39.36
51,157.8039216,7.254901961,1.9425,9.117647059,0.333440774,0.000729183,2490,6,19.812,0.109,0.11,1.271,-0.694,0.348,26.364,43.875
27,128.7037037,9.148148148,1.350833333,8.62962963,0.256722476,0.000469012,2102,5,22.702,0.18,0.1,28.876,-0.345,-0.298,22.871,29.59
126,129.9920635,2.293650794,2.396203704,12.3968254,0.32891933,0.000464185,1222,3,29.491,0.192,0.12,19.106,0.591,0.203,23.398,46.111
144,140.5486111,2.756944444,1.790088496,17.40277778,0.421099696,0.000921202,1831,4,24.682,0.157,0.113,7.089,0.1,0.528,27.314,39.449
56,168.625,2.660714286,1.609333333,38.5,0.404452055,0.000281144,1283,3,28.939,0.153,0.116,8.217,-0.202,1.814,25.334,40.649
22,76.77272727,6.181818182,1.727142857,7.818181818,0.187671233,0.000359219,2526,6,19.618,0.157,0.101,16.538,0.13,-0.754,19.441,24.761
53,136.3584906,2.358490566,1.424390244,47.35849057,0.265960196,0.000454532,1639,4,26.314,0.205,0.132,11.434,-0.066,0.59,25.626,26.675
72,120.2222222,3.930555556,1.4375,3.833333333,0.194901065,0.000294995,1854,4,24.531,0.196,0.108,16.08,0.505,0.039,22.273,24.057
41,106.7804878,5.756097561,0.974516129,31.31707317,0.217373872,0.00035541,2994,7,16.477,0.116,0.064,12.67,-1.038,0.306,27.917,31.202
24,97.29166667,4.291666667,1.067647059,5.375,0.263013699,0.00019776,2112,5,22.612,0.175,0.126,12.125,-0.687,0.55,21.406,27.573
32,148,4.0625,0.81875,10.53125,0.267294521,0.00025729,2809,6,17.855,0.165,0.093,9.427,-0.67,-0.625,28.017,21.055
23,96.82608696,2.52173913,1.323125,48.34782609,0.263847528,0.000212154,2862,6,17.42,0.144,0.081,9.66,-0.355,0.328,19.028,26.921
42,152.452381,4.333333333,1.341851852,4.119047619,0.417351598,0.000296918,1525,4,27.096,0.208,0.147,7.493,-0.125,-0.093,30.992,34.777
44,134.0227273,2.613636364,0.749642857,26.88636364,0.359526775,0.000189587,2391,5,20.581,0.132,0.087,8.036,-0.13,0.695,23.475,34.988
53,106.3018868,2.264150943,1.471219512,25.26415094,0.320186095,0.000463999,1788,4,25.094,0.183,0.121,14.046,-0.178,0.569,26.82,29.212
14,70.71428571,3.357142857,0.874545455,2.214285714,0.278864971,7.49E-05,2822,6,17.721,0.096,0.054,17.617,-0.087,0.117,30.552,34.242
10,57.6,10.7,0.3425,5.9,0.545753425,6.11E-05,1704,4,25.791,0.149,0.09,11.754,0.469,0.277,32.485,44.409
3,26,1.333333333,0.435,1,0.585388128,1.92E-05,2397,5,20.55,0.086,0.069,6.279,-0.217,-0.05,44.699,43.199
4,49.5,4.25,1.0525,5.5,0.385616438,2.95E-05,2840,6,17.568,0.095,0.074,11.549,-0.451,-0.327,35.213,34.305
3,58.66666667,2,1.223333333,1.333333333,0.080365297,2.04E-05,1612,4,26.51,0.192,0.122,11.74,0.468,0.242,24.048,33.971
8,72,4,2.73,10.375,0.58390411,5.87E-05,2674,6,18.644,0.138,0.077,14.896,-0.413,0.189,24.998,31.049
4,44.75,8.25,1.625,1.25,0.848630137,2.25E-05,2498,6,19.762,0.119,0.084,10.333,-0.435,0.646,33.54,23.586
3,64,1.333333333,1.23,1,0.447488584,2.08E-05,2396,5,20.555,0.117,0.074,10.405,-0.514,0.605,34.427,36.593
2,35,1.5,1.615,1,0.743835616,2.07E-05,2091,5,22.777,0.128,0.09,15.873,-0.223,0.531,26.139,44.395
1,29,2,1.78,1,0.120547945,7.32E-06,1386,3,28.215,0.135,0.101,15.191,0.271,1.216,36.048,32.827
8,37.625,1.375,1.90375,4.625,0.603767123,7.45E-05,2174,5,22.163,0.133,0.082,17.495,-0.009,0.169,31.447,36.803
2,62.5,3,0.13,1,0.264383562,1.26E-05,1802,4,24.98,0.174,0.095,15.73,-0.431,0.227,37.736,36.319
2,70,1.5,1.31,12,0.693150685,2.17E-05,2038,5,23.204,0.129,0.076,15.876,-0.051,0.829,35.524,29.98
8,24,10.5,0.452,3.75,0.788013699,5.29E-05,2637,6,18.879,0.144,0.065,14.397,-0.635,-0.108,37.361,25.388
3,30.66666667,1,0.21,2.333333333,0.760730594,2.58E-05,1955,5,23.746,0.153,0.09,12.461,-0.234,0.382,37.412,33.992
16,58.0625,17,0.458181818,2.625,0.303253425,2.50E-05,1129,3,30.289,0.148,0.093,19.045,0.221,1.046,42.79,38.507
6,71.16666667,1.833333333,0.734,7.333333333,0.533789954,1.06E-05,2003,5,23.385,0.142,0.119,9.142,0.109,0.227,31.872,29.812
11,49.63636364,1.090909091,0.429,4,0.438356164,2.21E-05,3227,7,14.98,0.076,0.068,3.342,-0.36,0.149,38.929,16.342
5,67.8,1.6,2,5,0.78739726,1.68E-05,3314,7,14.464,0.067,0.044,7.035,-0.518,0.239,30.551,40.565
8,53.125,1.625,2.463333333,1.5,0.382191781,2.71E-05,3248,7,14.826,0.075,0.061,10.199,-0.367,-0.342,34.835,28.756
5,43.6,2.2,0.94,1.6,0.051506849,2.28E-05,2726,6,18.386,0.089,0.074,10.188,0.374,-0.144,36.789,20.629
4,47.5,3,0.505,1,0,2.54E-05,2416,5,20.404,0.127,0.073,18.427,0.002,0.023,25.578,39.85
3,33.33333333,3.666666667,0.45,1.666666667,0.333333333,1.48E-05,2700,6,18.538,0.093,0.075,13.536,0.054,-0.18,37.622,23.706
5,72.8,1.8,1.638,8.6,0.647671233,2.53E-05,2316,5,21.138,0.114,0.088,8.979,0.076,0.364,29.651,38.265
22,77.22727273,2.136363636,1.30125,3.818181818,0.331506849,6.49E-05,975,3,31.45,0.166,0.094,12.855,-0.159,1.38,38.001,51.95
19,69.47368421,3.157894737,0.736153846,4.684210526,0.336986301,0.000103352,2193,5,22.051,0.102,0.063,9.973,-0.015,0.825,31.677,47.31
42,89.02380952,2.547619048,1.795454545,3.761904762,0.229158513,0.000118904,1289,3,28.921,0.161,0.109,10.536,0.177,1.305,37.14,28.94
7,59.14285714,4.285714286,0.3875,2.714285714,0.336594912,4.54E-05,2194,5,22.047,0.137,0.075,7.433,0.337,0.36,39.479,22.572
4,23.75,1,3.25,1.5,0.406849315,2.64E-06,2399,5,20.543,0.137,0.075,18.297,-0.456,0.878,32.404,12.221
1,50,3,1.22,1,0,8.54E-07,3091,7,15.885,0.085,0.063,11.544,-0.495,0.592,31.752,20.193
3,29.33333333,2,1.003333333,3,0.293150685,3.94E-06,2883,6,17.303,0.099,0.074,15.84,-0.648,-0.299,41.932,13.211
1,25,1,1.14,1,0.046575342,3.29E-06,3015,7,16.333,0.08,0.071,4.276,-0.085,-0.52,40.048,26.101
2,42.5,1.5,0.84,1,0.120547945,4.86E-06,2737,6,18.325,0.114,0.067,12.592,-0.317,-0.389,39.663,27.057
5,43.4,1.2,0.38,1.2,0.663561644,2.74E-05,2679,6,18.622,0.119,0.061,10.46,-0.838,0.487,29.51,41.293
4,54.75,1.75,0.28,1,0.223287671,1.78E-05,2965,7,16.705,0.082,0.057,8.167,-0.597,0.91,31.491,27.58
23,46.86956522,1.217391304,1.25,14.30434783,0.686599166,6.14E-05,1923,4,23.96,0.114,0.078,17.525,-0.569,0.782,39.793,39.387
3,44.66666667,2.666666667,2.056666667,1.666666667,0.38173516,1.92E-05,3051,7,16.133,0.119,0.074,14.939,-0.635,-0.309,28.531,23.44
8,113.75,1.5,1.286666667,2,0.231164384,5.08E-05,1310,3,28.744,0.167,0.092,16.224,0.352,0.644,37.188,42.395
10,42.9,2.1,1.215714286,1.3,0.261917808,5.53E-05,2005,5,23.381,0.135,0.079,17.147,-0.537,0.375,40.115,37.337
5,48.2,21.4,0.175,1.2,0.400547945,1.56E-05,3179,7,15.404,0.088,0.061,5.579,-0.54,0.767,29.176,22.766
2,125,1.5,0.425,1,0,3.41E-06,2486,6,19.832,0.083,0.107,3.892,-0.131,0.432,40.45,19.045
4,38.75,1.25,2.03,1.25,0.618493151,1.63E-05,3025,7,16.293,0.118,0.075,8.269,-0.384,0.058,29.65,22.399
11,45.54545455,2.818181818,0.966,2.272727273,0.269489415,2.51E-05,2132,5,22.424,0.145,0.1,12.626,-0.238,0.607,31.206,26.437
1,164,2,0.12,2,0,4.65E-06,2509,6,19.716,0.138,0.103,9.723,-0.647,-0.274,37.581,19.486
11,35.72727273,2,1.815,1.818181818,0.370859278,5.49E-05,1351,3,28.48,0.157,0.108,18.96,0.11,0.93,30.972,40.848
12,41.66666667,3.75,0.512222222,1.5,0.31369863,6.80E-05,1363,3,28.381,0.162,0.117,18.495,-0.133,0.733,37.187,36.175
4,28.75,2.75,2.58,1.75,0.350684932,2.59E-05,1295,3,28.878,0.157,0.117,17.426,0.127,0.841,34.113,38.957
10,530.3,38,0.363333333,2.8,0.275068493,5.76E-05,1476,4,27.454,0.136,0.091,13.794,-0.045,0.641,45.347,40.511
12,56.5,2,0.555555556,1.083333333,0.36369863,4.31E-05,822,2,32.903,0.176,0.118,17.447,0.135,0.885,37.21,53.267
14,65.92857143,2.071428571,0.853571429,1.571428571,0.22035225,3.92E-05,1984,5,23.5,0.141,0.117,5.45,-0.113,0.976,29.895,23.535
6,56.66666667,2.166666667,0.4825,1.166666667,0.178082192,2.30E-05,2686,6,18.603,0.12,0.075,7.281,-0.422,0.612,33.365,23.47
3,52.33333333,27,0.09,1,0.534246575,1.64E-05,2531,6,19.585,0.111,0.076,13.492,-0.565,0.428,30.752,37.035
6,44.16666667,4.5,1.086666667,1.666666667,0.370319635,1.70E-05,2245,5,21.715,0.136,0.076,15.639,-0.026,0.352,34.788,29.5
3,52.66666667,2,0.3,1.666666667,0.38630137,1.96E-05,1474,4,27.47,0.187,0.128,14.02,-0.121,0.327,39.874,25.026
8,49.125,1.375,0.8725,1.25,0.532534247,2.55E-05,2280,5,21.44,0.113,0.081,10.026,0.001,1.033,27.376,30.594
5,32.2,4,0.765,1.4,0.688767123,3.78E-05,2501,6,19.749,0.127,0.091,12.6,-0.491,0.169,27.468,35.757
6,28.83333333,4.666666667,1.296,2.5,0.188584475,4.22E-05,2042,5,23.162,0.156,0.084,11.819,0.202,0.191,28.647,39.932
9,45.77777778,1.111111111,0.838333333,1.888888889,0.460273973,6.39E-05,3067,7,16.06,0.101,0.07,11.183,-0.345,0.121,29.932,24.018
6,36,2.333333333,0.42,1.5,0.243835616,2.19E-05,2398,5,20.545,0.131,0.077,8.183,-0.527,0.746,34.476,29.108
2,55,1,0.11,1,0.743835616,1.43E-05,2108,5,22.665,0.139,0.093,18.453,-0.391,0.551,31.095,32.189
7,54.28571429,2,1.605,2,0.505675147,3.93E-05,1287,3,28.926,0.161,0.099,22.01,-0.431,0.869,36.731,46.246
12,58.33333333,1.916666667,0.883333333,2.416666667,0.382420091,4.30E-05,1652,4,26.234,0.174,0.098,16.509,0.558,-0.034,39.414,21.362
8,50.25,1.5,0.7575,1.875,0.074315068,2.38E-05,2765,6,18.181,0.115,0.072,10.15,-0.471,0.78,27.594,25.631
5,71.4,2.8,0.766666667,1,0.67890411,2.41E-05,2412,5,20.443,0.127,0.081,15.799,-0.181,0.014,33.638,31.246
6,40.5,1.166666667,1.003333333,1.333333333,0.557990868,1.91E-05,1365,3,28.352,0.171,0.127,16.265,0.048,0.629,37.681,28.83
5,75.2,4.4,0.445,1.4,0.385753425,1.79E-05,3022,7,16.31,0.09,0.068,7.185,-0.625,0.43,25.545,38.527
25,63.76,11.08,0.893809524,1.68,0.325260274,0.000133308,2405,5,20.492,0.133,0.087,8.536,-0.419,0.415,33.903,30.175
9,36.55555556,3.666666667,1.185,1.555555556,0.401826484,4.84E-05,1900,4,24.16,0.125,0.095,14.689,-0.17,0.783,33.91,36.338
11,46.72727273,12.45454545,1.0975,3.363636364,0.615442092,1.93E-05,2223,5,21.834,0.131,0.08,11.225,-0.061,0.43,35.614,32.091
7,43,1.571428571,2.705,1.571428571,0.453620352,3.12E-05,2310,5,21.176,0.099,0.061,13.242,0.087,0.546,33.707,42.319
15,55.73333333,2.6,0.825555556,1.866666667,0.233059361,5.91E-05,1527,4,27.089,0.147,0.113,8.827,0.436,0.574,32.654,41.051
1,20,1,2.68,1,0.42739726,3.37E-06,1850,4,24.566,0.152,0.114,18.315,-0.069,-0.245,41.922,20.23
4,58.75,2.25,1.59,1,0.574657534,3.91E-06,2496,6,19.768,0.13,0.085,10.557,-0.012,0.005,37.138,17.055
3,30,3,1.336666667,1,0.705022831,1.29E-05,2126,5,22.452,0.153,0.087,18.196,-0.493,0.819,30.008,24.596
12,38.83333333,1.416666667,1.308,3.166666667,0.251141553,8.07E-05,1093,3,30.599,0.171,0.134,11.75,0.334,0.898,35.174,36.144
3,52.66666667,11.33333333,0.416666667,1,0,1.19E-05,2094,5,22.748,0.129,0.079,12.329,-0.476,0.86,37.202,32.146
3,46.66666667,26.33333333,0.06,1,0.327853881,2.69E-05,2377,5,20.706,0.129,0.067,13.224,-0.515,0.517,28.984,43.81
4,34.25,4.25,1.305,1.25,0.525342466,2.61E-05,1439,3,27.841,0.169,0.088,14.589,-0.251,0.788,34.982,50.916
3,28,1.333333333,0.915,1,0.99543379,2.34E-05,2251,5,21.65,0.128,0.078,14.168,-0.244,0.705,31.055,33.851
4,29,2.5,0.576666667,1,0.09109589,2.93E-05,1905,4,24.133,0.148,0.099,16.692,-0.389,0.599,36.72,28.592
3,52.33333333,1.333333333,0.425,1,0.483105023,1.51E-05,2463,6,19.985,0.124,0.08,17.057,-0.141,0.156,32.225,26.714
8,67.125,3.375,1.015,3.75,0.295547945,4.24E-05,1398,3,28.153,0.178,0.114,17.762,-0.008,0.853,33.772,31.23
4,38,1,0.39,3,0.513013699,3.38E-05,2823,6,17.717,0.101,0.098,12.54,-0.397,0.357,25.922,22.189
6,66.33333333,3.166666667,2.683333333,2,0.518721461,2.39E-05,1478,4,27.441,0.175,0.113,13.533,0.236,0.239,35.996,37.229
17,59.05882353,2.529411765,0.54,1.647058824,0.507816277,9.08E-05,1450,3,27.765,0.167,0.114,17.187,0.168,0.778,36.49,26.158
3,48.66666667,1.666666667,1.396666667,1,0.606392694,5.52E-06,2752,6,18.25,0.111,0.068,16.904,-0.374,0.763,23.569,27.808
36,61.13888889,3.277777778,0.831666667,4.166666667,0.441856925,8.91E-05,2114,5,22.602,0.131,0.11,7.279,-0.014,0.36,33.653,30.943
16,95.3125,3.5625,1.375384615,1.4375,0.28390411,0.000147608,3249,7,14.822,0.072,0.068,2.203,-0.421,0.322,29.625,32.964
18,77.66666667,2.111111111,1.961538462,1.722222222,0.28782344,0.000172012,2154,5,22.254,0.178,0.105,11.745,-0.048,-0.122,31.141,22.304
21,102.4761905,5.80952381,0.6225,56.19047619,0.127984344,0.000155342,3079,7,15.981,0.085,0.072,3.514,-0.128,0.332,29.254,29.299
19,101.4736842,4.315789474,1.100714286,13.68421053,0.185868782,0.000152521,2828,6,17.646,0.112,0.077,7.488,-0.557,0.237,29.408,34.545
13,76.46153846,3.153846154,1,3,0.49251844,8.18E-05,3038,7,16.207,0.095,0.066,3.76,-0.378,0.25,28.08,37.498
3,45.33333333,1.333333333,0.08,1.666666667,0,1.72E-05,1137,3,30.196,0.173,0.094,17.875,0.285,0.998,38.437,37.781
1,25,2,1.84,1,0.534246575,5.36E-06,3061,7,16.083,0.113,0.063,13.12,-0.509,0.231,28.68,23.666
38,105.3684211,5.263157895,0.6864,3.105263158,0.357534247,0.000124349,1914,4,24.068,0.135,0.069,14.256,-0.269,1.067,36.375,34.788
24,65.95833333,3,1.04,3.208333333,0.368949772,0.000127861,2218,5,21.852,0.125,0.081,6.483,-0.313,0.19,36.123,46.085
15,76.53333333,1.8,0.930833333,1.933333333,0.311598174,6.43E-05,2246,5,21.713,0.109,0.075,2.265,-0.499,1.241,31.876,39.465
9,55.44444444,12.33333333,0.813333333,1.333333333,0.223439878,4.67E-05,2301,5,21.257,0.112,0.123,6.24,-0.515,-0.033,31.454,39.828
5,36.4,2.6,0.898,1.4,0.74630137,2.35E-05,1953,5,23.753,0.125,0.105,10.07,-0.178,0.363,45.993,21.127
14,82.57142857,2.142857143,0.66625,2.857142857,0.164579256,8.18E-05,1942,5,23.841,0.164,0.11,3.41,-0.12,0.935,29.49,26.932
8,103.75,2.5,0.76625,1.375,0.175684932,2.65E-05,2068,5,22.923,0.103,0.059,5.093,-0.411,1.029,36.866,52.014
14,181.5714286,1.928571429,1.695,73.21428571,0.382778865,0.000100586,3027,7,16.278,0.121,0.054,7.674,-0.409,-0.087,32.614,31.408
12,70.91666667,3.75,0.96,1.916666667,0.31347032,4.95E-05,2925,7,17.023,0.062,0.041,1.512,-0.163,0.893,36.914,36.875
43,76.74418605,4.255813953,1.267419355,2.395348837,0.413188914,0.00010527,1853,4,24.534,0.125,0.067,15.067,-0.562,-0.211,55.543,40.163
8,121.625,47.375,1.417142857,3.375,0.329452055,4.10E-05,2411,5,20.451,0.133,0.067,14.097,-0.482,0.177,38.914,31.348
19,56.31578947,2.894736842,1.03375,2.684210526,0.481182408,5.36E-05,2164,5,22.203,0.123,0.068,7.447,-0.513,1.275,35.983,30.872
21,97.80952381,2.666666667,0.535384615,3.142857143,0.38382257,0.000101644,1554,4,26.914,0.15,0.118,13.821,0.052,0.548,38.889,31.886
35,132.6285714,6.8,0.696,172.6285714,0.306066536,0.00015936,1752,4,25.381,0.16,0.097,10.713,-0.724,0.584,39.908,39.369
24,75.125,18.25,0.911875,1.291666667,0.212557078,0.000113358,1298,3,28.857,0.188,0.103,10.089,0.003,-0.012,45.313,43.737
35,94.77142857,3.085714286,0.771071429,32.74285714,0.217377691,0.000310853,3172,7,15.441,0.099,0.057,5.3,-0.547,0.209,29.718,34.669
18,77.33333333,2.166666667,0.854,1.555555556,0.33196347,1.58E-05,2299,5,21.278,0.119,0.063,12.246,-0.265,0.348,45.088,28.719
8,70.625,1.625,0.493333333,1.375,0.461986301,1.20E-05,2869,6,17.386,0.125,0.085,9.809,-0.452,0.07,28.422,24.092
14,85.85714286,2.714285714,1.050909091,1.571428571,0.200978474,7.44E-05,2662,6,18.709,0.117,0.082,3.635,-0.225,0.16,27.963,39.924
12,45.41666667,2.75,1.013,1.833333333,0.298858447,6.11E-05,1729,4,25.654,0.165,0.111,9.41,0.11,0.113,35.712,38.212
2,32,1.5,0.6,1.5,0.5,9.70E-06,3095,7,15.858,0.099,0.075,11.29,-0.542,-0.221,29.103,29.257
3,60,1.666666667,0.57,1.666666667,0.207305936,1.15E-05,2449,6,20.119,0.126,0.066,16.107,-0.327,0.716,30.366,29.81
3,20.33333333,31,3.313333333,1.666666667,0.734246575,1.13E-05,2370,5,20.741,0.103,0.065,8.329,-0.192,1.097,30.243,36.628
2,55,1,2.38,1.5,0.7,4.62E-06,2103,5,22.674,0.126,0.083,14.781,-0.676,0.42,38.36,39.008
4,49.25,10.75,0.45,1.25,0.775342466,8.03E-06,2394,5,20.568,0.095,0.076,10.867,-0.438,-0.602,56.208,21.927
3,75,2,2.02,1,0.535159817,4.08E-06,3054,7,16.109,0.091,0.056,10.11,-0.675,0.084,37.866,28.3
4,22.25,2.25,1.165,1.25,0.208219178,1.41E-05,3129,7,15.651,0.098,0.061,8.434,-0.691,0.431,32.266,23.806
1,60,2,0.26,1,0,2.93E-06,2947,7,16.877,0.117,0.07,18.002,-0.864,-0.029,29.917,26.154
7,27.57142857,1.571428571,2.303333333,2.285714286,0.554598826,1.27E-05,2612,6,19.058,0.099,0.068,7.384,-0.418,0.134,40.673,35.502
12,108.3333333,5.166666667,0.555714286,2.25,0.270547945,3.47E-05,2615,6,19.035,0.091,0.08,6.142,-0.348,0.549,36.436,31.212
3,133.3333333,2.333333333,2.056666667,1.333333333,0.343378995,8.35E-06,2395,5,20.56,0.128,0.071,12.366,-0.814,-0.149,44.773,31.642
16,74.6875,7.875,0.97,1.6875,0.460958904,2.91E-05,2844,6,17.535,0.108,0.052,8,-0.84,-0.082,38.916,39.184
20,52.65,4.1,1.141176471,3.65,0.319589041,4.42E-05,1949,5,23.769,0.135,0.061,12.057,-0.724,0.497,40.337,52.502
4,56.75,2.75,1.01,1.5,0.356849315,8.44E-06,3118,7,15.752,0.076,0.06,9.884,-0.513,0.801,23.35,33.419
5,51.6,2,0.253333333,1,0,2.31E-05,2039,5,23.184,0.154,0.116,14.88,-0.299,0.146,30.882,30.631
6,50,2.166666667,0.868333333,2.333333333,0.598173516,2.86E-05,1980,5,23.532,0.149,0.107,14.007,-0.06,-0.023,37.204,27.988
7,47.85714286,6.571428571,0.288,1.857142857,0.369080235,4.06E-05,3073,7,16.018,0.1,0.079,3.032,-0.341,-0.173,26.283,37.044
