USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,area,summary,m_price,minimum_ni,m_monrevie,m_hostlist,m_avaliabl,geometry,density,Unnamed: 0,london_imd_rank,london_imd_decile,imd,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env
2090,2090,0,81.6,758,2.8,256211.0756,3,56.66666667,3.333333333,0.835,1.666666667,0.305936073,"POLYGON ((0.1498780663471879 51.56806994532735, 0.15075529560778 51.56777988415361, 0.1514702993247541 51.56797342022583, 0.1543863653470445 51.56606632304641, 0.1504282683460945 51.56560332726384, 0.1502452591682879 51.56391855359035, 0.1500991204980268 51.56195069367417, 0.1499813238951791 51.56138166570502, 0.1478720675766959 51.56108361053831, 0.1438245206152788 51.56100775138274, 0.1438333028975581 51.56150488338951, 0.1438701990300681 51.561720908497726, 0.1448659955893657 51.56162453292206, 0.1454046129034131 51.56255406283987, 0.1458235631325644 51.56387511308063, 0.1453788845812447 51.564697398861995, 0.1466138301672656 51.56473460294548, 0.1461671957914497 51.565949678573126, 0.1460050215936045 51.566548012726315, 0.1468708198550973 51.56668188494251, 0.1470765496334005 51.566387446203834, 0.1477417242937459 51.56649016323048, 0.1485299865106765 51.56694362555961, 0.1483767816628604 51.5673875994409, 0.1492368847336787 51.567384319601125, 0.1498780663471879 51.56806994532735))",1.17E-05,110,2019,5,23.288,0.119,0.074,19.124,-0.117,0.423,40.755,34.274
1621,1621,0,63.4,660,2.5,260025.7776,6,125,6.5,0.46,1,0.232420091,"POLYGON ((-0.1508330892785188 51.622752699271786, -0.1506317380136512 51.62238585012291, -0.1496823843265134 51.622426229608266, -0.149399522501337 51.62188254492321, -0.1490366362392952 51.62206801010481, -0.1468073488185076 51.62126465916602, -0.1454607517907414 51.61947754751453, -0.1439964943759316 51.620067747790245, -0.1442554011410143 51.620312943904004, -0.143903835987527 51.62050114408144, -0.1433538576260752 51.61998770615961, -0.1432253821556504 51.62055663477736, -0.1419870619538456 51.62042665180496, -0.1401230226228775 51.61941302828488, -0.1387517870153883 51.61973312188318, -0.1384310818196046 51.61957661426515, -0.1397890716981259 51.61845737917088, -0.140641069799373 51.617731552163114, -0.141250669322611 51.61765517622636, -0.1420103961957529 51.61619054061466, -0.1437880605913223 51.61564094031542, -0.1445382661506828 51.61548360039613, -0.1446118431487777 51.61555911218543, -0.146399009136676 51.61740939524624, -0.149521318398487 51.62057759807099, -0.1499022514269137 51.62097276395458, -0.1516318600685901 51.62277266121863, -0.1508330892785188 51.622752699271786))",2.31E-05,120,1973,5,23.589,0.166,0.128,14.674,-0.593,0.491,30.587,20.768
1869,1869,0,75.7,624,3,242813.5216,9,54,1.888888889,0.371666667,1.444444444,0.59238965,"POLYGON ((-0.2567638530610303 51.60362159866258, -0.2565751522983822 51.602710551708306, -0.2558526396039622 51.6028371659049, -0.2558597849428161 51.602785602590394, -0.2549038497873748 51.60242765674975, -0.2541196373164654 51.601775611752075, -0.2556583459708389 51.60019677839349, -0.2564574611950679 51.59974970438758, -0.2574666287263209 51.600153425473266, -0.2580450827856643 51.60039342708937, -0.2586124034180003 51.599866581092115, -0.2607813186481408 51.60086142176888, -0.2613264338057606 51.600229114395134, -0.2607105837753887 51.59981482662082, -0.2609133855735907 51.59916274594299, -0.2604487635581416 51.59854046724455, -0.2629359609942326 51.59753815690886, -0.2642388797669704 51.59852536654115, -0.263825796299138 51.598759062524785, -0.2628444503945615 51.598586315331815, -0.2621435495040092 51.599302999603715, -0.2631645658442108 51.599776042265475, -0.2644775277393373 51.59932672370892, -0.2646860547715472 51.59950329419152, -0.2639922341633297 51.59986695942288, -0.2641119954051051 51.60057463105069, -0.2654235340884569 51.60091145491646, -0.2650907316673246 51.60104214852741, -0.265378258961434 51.601345147267615, -0.2641457642910623 51.6018713267866, -0.2634948782466958 51.60239315922856, -0.2629237567154378 51.60239400680584, -0.2625634040116642 51.6029165003948, -0.2622366425012846 51.60275218585984, -0.2616263865302743 51.60227766611067, -0.2608260395978333 51.60268722322468, -0.2610216857789868 51.60235430634288, -0.2602725642347499 51.60242877609151, -0.2594557672527572 51.60315371704846, -0.2581664836586149 51.60363815836167, -0.2567638530610303 51.60362159866258))",3.71E-05,124,1533,4,27.055,0.171,0.103,22.529,-0.346,0.957,34.708,27.146
1806,1796,10,53.7,634,2.8,334185.1553,18,80.38888889,17.27777778,1.719090909,3.944444444,0.509589041,"POLYGON ((-0.2607813186434875 51.60086142176803, -0.2586124034175005 51.599866581094936, -0.2580450827842256 51.60039342709304, -0.2574666287256605 51.60015342547143, -0.256457461194965 51.599749704385665, -0.2556583459680886 51.60019677839429, -0.2551453214426426 51.59991596851862, -0.2549491001303907 51.600229147334645, -0.2540701454776896 51.59979358445387, -0.2534410602286259 51.59947133980238, -0.2522309257250299 51.599838546482154, -0.2516700726608523 51.59934085307196, -0.2508544887153283 51.599262096480544, -0.2506193979979289 51.59925780163067, -0.2507697963817065 51.59780085028535, -0.2493345257198848 51.597074314297565, -0.2497473742238759 51.59688846835029, -0.2509768624120485 51.596279027410766, -0.2529370243293122 51.597717865165826, -0.2554213373856614 51.59675596475416, -0.2570710341023309 51.59581734792034, -0.259769758393419 51.59417314078997, -0.2607479054794178 51.594999469367465, -0.2622789856500495 51.596274165807955, -0.2618437249726796 51.59647183624463, -0.2627239557646001 51.59713454923305, -0.2629359609944852 51.59753815690963, -0.2604487635535754 51.59854046724419, -0.2609133855748468 51.59916274594314, -0.2607105837755835 51.59981482662117, -0.2613264338083461 51.60022911439211, -0.2607813186434875 51.60086142176803))",5.39E-05,127,2351,5,20.904,0.116,0.067,10.9,-0.802,1.133,39.033,20.979
1632,1632,0,102.4,625,2.6,160297.7531,2,52.5,1.5,2.235,2.5,0.554794521,"POLYGON ((-0.2638175132645318 51.60954247330165, -0.2633942186821642 51.60919025368233, -0.2624843654848212 51.60930737527638, -0.2619957951025605 51.60886087187781, -0.2628337982071776 51.608641797946134, -0.261907240789017 51.6085457585953, -0.2616157435850317 51.60792872897784, -0.2604193772609196 51.60717025192347, -0.2625102165177888 51.607360407804464, -0.2620823583341914 51.60618981268935, -0.2623457571835328 51.60537265746023, -0.2643591971403998 51.60596895655844, -0.2648603421115868 51.606839620253815, -0.2653417853798413 51.606735573700746, -0.2664401036522147 51.606514772542795, -0.2669653165224928 51.60638518035823, -0.266552753414384 51.605970094787786, -0.2673584211064146 51.605728965944614, -0.2678785866890114 51.60645342271312, -0.2688376807279126 51.60624453666443, -0.2692524400110888 51.606757041308576, -0.2682178544087364 51.6070288507845, -0.2686432753706864 51.607886330953335, -0.2688789258829118 51.60831297178947, -0.2690510134990808 51.60865400400394, -0.2683853991161947 51.608810660413205, -0.2655143430018086 51.60931390438454, -0.2640317670453083 51.60951137253149, -0.2638175132645318 51.60954247330165))",1.25E-05,130,1834,4,24.669,0.184,0.093,20.26,-0.579,-0.195,42.152,27.225
1449,1449,0,55.4,523,2.8,258941.9095,21,92.04761905,6.523809524,2.013333333,1.619047619,0.470058708,"POLYGON ((-0.2067272777010294 51.567092027205426, -0.206289461713234 51.56651418598216, -0.2055333677899347 51.566642394125, -0.2040782445848466 51.56623830807657, -0.2035117929369937 51.566551554777966, -0.2024573381333169 51.565501923335276, -0.2019814237856221 51.56508000297236, -0.2013312243412947 51.564451902944775, -0.201777509913651 51.56426880624641, -0.2015834237005114 51.563921774803795, -0.2040528088183881 51.563152099358014, -0.2027631478187895 51.56177138543352, -0.2016120169011082 51.56215702909596, -0.2012704997181062 51.56183068580087, -0.2019025408253118 51.56138419896926, -0.2028370773348342 51.56105914411526, -0.2025984444036921 51.560801427500856, -0.2036443873874524 51.56141569811182, -0.2048443966870239 51.560984444790904, -0.205064550370609 51.56133625795804, -0.206643787250044 51.56129003981161, -0.2076449907623852 51.562923459337945, -0.2077613357497004 51.5631047149854, -0.2097045002244815 51.56237036067185, -0.2100793654526464 51.562770196681214, -0.2094827241722362 51.562986990977485, -0.2088407490059292 51.563185699042066, -0.2097967347128677 51.56469979961831, -0.2086605215793311 51.565193045767515, -0.2088900289950154 51.56551075113868, -0.2117772324831969 51.564093752893356, -0.212123160104973 51.56435265352464, -0.2082740811794007 51.56636625060317, -0.2067272777010294 51.567092027205426))",8.11E-05,134,1434,3,27.86,0.178,0.127,8.449,-0.547,1.066,35.73,31.895
1631,1606,25,111.6,683,2.4,144272.336,23,78.73913043,2.739130435,0.749090909,44.95652174,0.221441334,"POLYGON ((-0.1948757552941195 51.56594214714859, -0.1956529082405376 51.56523837001535, -0.1963476865639147 51.56358425761026, -0.1961666198482477 51.56331293500157, -0.1956486751999294 51.56307352587807, -0.1945611530999045 51.56273490668574, -0.1941938734032957 51.56210477030277, -0.192631661485433 51.561880610446714, -0.1929064688587075 51.56152697325639, -0.1924781937244137 51.5614568365404, -0.1933611040885264 51.56108309617747, -0.1945824417732514 51.56069004372859, -0.1965657563798322 51.56064701273204, -0.1969398655421027 51.56059911355125, -0.1970656330403382 51.5606897379014, -0.1976306847478178 51.56053632221744, -0.1997573598602937 51.56150495911388, -0.1999615754858676 51.56190323489929, -0.1993285653128071 51.56230163228361, -0.1986698808453504 51.56187445606108, -0.1983662459945223 51.562090134525036, -0.1979687682594964 51.56194642961418, -0.1979065382772625 51.562658919827385, -0.1986863210153959 51.56281768461209, -0.1986834410108712 51.56304828574526, -0.1983901583666405 51.56332015465897, -0.1993103957018027 51.563445650679434, -0.199522908868566 51.56403758819196, -0.1993544145705418 51.564101609168546, -0.1983337169613977 51.56468350263913, -0.1987705138955537 51.56509393883844, -0.1974826573246064 51.56456341409782, -0.1969125588369934 51.56482743880851, -0.1967478966258762 51.56600629913033, -0.1960093961174641 51.565866689752916, -0.1958475052130096 51.566167099784245, -0.1948757552941195 51.56594214714859))",0.000159421,136,2953,7,16.817,0.118,0.078,9.457,-0.914,-0.026,30.188,30.341
2104,2081,23,56.8,864,2.4,369540.8818,33,95.12121212,6.696969697,1.175833333,10.51515152,0.384391864,"POLYGON ((-0.2141804323873366 51.559839424392806, -0.2126509614397668 51.55859095429402, -0.2120240224385481 51.55916082550566, -0.2126128473394132 51.559898690361614, -0.2133451079992397 51.559867227737215, -0.212702563140781 51.560016166318306, -0.2130397364991471 51.56045874402443, -0.2122961938947574 51.56057751957741, -0.2113481675575241 51.55946800023533, -0.2107474435425514 51.55965114309676, -0.2105194631796241 51.55938056626768, -0.2110277507791346 51.558982446650354, -0.210397396098164 51.55862618756639, -0.2105382677470122 51.55837076774383, -0.2096509956749653 51.55753844184176, -0.2099831279287762 51.55731236040597, -0.2115769001489602 51.55744351989259, -0.2122191312262858 51.55787381697544, -0.2129389991871035 51.557629193105534, -0.2133062774884326 51.5574695876238, -0.2124058160757244 51.55655889317455, -0.2120726453580132 51.55671994178068, -0.2115949817757142 51.556192966373715, -0.2130355860297066 51.55539381337246, -0.2134626779998789 51.55514961897259, -0.2141359209174662 51.55574572059269, -0.2145065304278794 51.55605678648689, -0.2153737664804925 51.55674651160602, -0.2167414861258176 51.55780259666569, -0.2180315291173995 51.55888367135319, -0.219576993813529 51.56041738857686, -0.2200821319132441 51.5610138173683, -0.2206507243969007 51.56166075395214, -0.2219626305358065 51.562946529160804, -0.2221771435611199 51.56312141633191, -0.2172144025287111 51.564612804346304, -0.2151907344401958 51.56324075990009, -0.2149493200469045 51.56293190512356, -0.2147476739318058 51.56266423736833, -0.2138839948678888 51.561549764051215, -0.2134341762576353 51.56097238698272, -0.2141804323873366 51.559839424392806))",8.93E-05,137,1304,3,28.797,0.149,0.083,11.28,-0.736,1.518,35.668,52.22
2381,2296,85,119.4,950,2.4,199754.4383,20,64.95,2.35,1.490714286,6.1,0.481780822,"POLYGON ((-0.2097967347107016 51.56469979961968, -0.2088407490044949 51.56318569904127, -0.209482724168044 51.56298699097771, -0.2100793654523983 51.56277019668048, -0.2097045002231069 51.56237036067284, -0.2077613357476328 51.56310471498453, -0.2076449907639304 51.56292345934068, -0.2066437872491348 51.561290039812725, -0.208781332840383 51.56071111018215, -0.2094555711308947 51.56095656908839, -0.2099735019250515 51.56079303202807, -0.2095952024511503 51.56013981019977, -0.2101635717258081 51.55970146197871, -0.2105319832473412 51.560043647241415, -0.2108706817239584 51.559821916828085, -0.210747443543878 51.559651143097966, -0.211348167557153 51.55946800023577, -0.2122961938955446 51.560577519577755, -0.2130397365018039 51.560458744023734, -0.2127025631413444 51.560016166317055, -0.2133451079981931 51.55986722773851, -0.2126128473369495 51.559898690362516, -0.2120240224389958 51.559160825502694, -0.2126509614407183 51.558590954293564, -0.2141804323899632 51.55983942439465, -0.2134341762568587 51.560972386983124, -0.2138839948683552 51.56154976405123, -0.2147476739289388 51.5626642373669, -0.2149493200500771 51.56293190512153, -0.2144629968206512 51.563094632225926, -0.2121231601038362 51.564352653524104, -0.2117772324847524 51.56409375289399, -0.2088900289947868 51.56551075113919, -0.2086605215764088 51.565193045767295, -0.2097967347107016 51.56469979961968))",0.000100123,138,2970,7,16.669,0.126,0.077,8.856,-0.676,-0.373,30.865,28.68
1538,1538,0,77.6,607,2.5,192099.8241,14,73.64285714,2.071428571,0.935384615,19.5,0.246575342,"POLYGON ((-0.196126419314251 51.57457502205402, -0.1956695591562863 51.572848533294454, -0.1955595689525023 51.57194438657625, -0.1993034462835995 51.57342590750554, -0.1996887212579022 51.57317104047372, -0.2000884139865567 51.572916393329145, -0.1992570457504732 51.57240905911681, -0.1969763167623668 51.57169080800368, -0.1973438613011322 51.57170608548636, -0.1973767354367225 51.57124021064876, -0.2006201165624938 51.57257471779624, -0.2011220488505113 51.57226025300163, -0.1998373779179835 51.571567348897425, -0.2009783837924616 51.570980425502206, -0.2022256670585298 51.571571994037484, -0.2016821352407501 51.5719006544065, -0.2028277320804198 51.5725123115061, -0.2018543684214231 51.57262349142636, -0.2017726164164474 51.57346020023964, -0.2010918791441165 51.573971925914144, -0.2026399977139715 51.574844354523236, -0.2008917309415142 51.576052322738924, -0.2004699321634743 51.576335517077375, -0.1971172429186474 51.577071194437266, -0.1966933814832511 51.576031397381854, -0.196126419314251 51.57457502205402))",7.29E-05,140,2733,6,18.338,0.102,0.082,8.328,-0.906,0.717,31.107,29.17
1873,1858,15,80,725,2.6,229704.6052,13,65.07692308,6.461538462,0.655,5.307692308,0.502423604,"POLYGON ((-0.2547761923923766 51.59426130777148, -0.2548920839457465 51.593277694279735, -0.2535171545166245 51.59383944793024, -0.2525729648736305 51.59328873607421, -0.2521851495166622 51.59363825523611, -0.2500306229139556 51.59399494176109, -0.2500258464792526 51.592562887068276, -0.2492847113070376 51.59233871765234, -0.2488914205035679 51.59140509052422, -0.2482891649950108 51.59134291424878, -0.2483733541939271 51.59104654431754, -0.2503116375186164 51.5911423488821, -0.2531676256474953 51.591771896311805, -0.2540109018137658 51.59161525425885, -0.2535309365031407 51.59084522699166, -0.2539978064114272 51.59071728905491, -0.2535809018751346 51.5903938569827, -0.2538360800930774 51.59018218983973, -0.2519483021512183 51.588881340311524, -0.2525892498397105 51.588437781904965, -0.2546762269466665 51.59000541684015, -0.2562351976719642 51.591157946210394, -0.2580858740481782 51.59261947772458, -0.2585184972102526 51.59301947092982, -0.2597697583975315 51.59417314078741, -0.2570710341029071 51.5958173479185, -0.2559026771394623 51.595259728636435, -0.2557845793173484 51.5945443116623, -0.2547761923923766 51.59426130777148))",5.66E-05,144,1458,4,27.671,0.186,0.115,15.794,-0.042,0.009,43.166,29.844
1880,1880,0,64.7,797,2.4,296131.31,63,89.3968254,8.746031746,0.605,74.74603175,0.4658404,"POLYGON ((-0.2470002728816142 51.59661083183422, -0.2465177089728842 51.59601912600892, -0.2456166146457768 51.59579883856031, -0.2459595557762508 51.59449398740327, -0.2473542843743793 51.594525810786, -0.247628920310165 51.59379680726924, -0.2497568427388456 51.5951526069966, -0.2495321948100842 51.59423619064475, -0.2500306229136498 51.593994941759185, -0.2521851495209271 51.59363825523913, -0.2525729648718955 51.593288736074726, -0.253517154519521 51.59383944792912, -0.2548920839428532 51.59327769427959, -0.2547761923931083 51.59426130776912, -0.2557845793222898 51.594544311661764, -0.2559026771368761 51.59525972863967, -0.2570710341008939 51.5958173479195, -0.2554213373877979 51.596755964754514, -0.2529370243316679 51.597717865164576, -0.2509768624074804 51.596279027408634, -0.2497473742274352 51.59688846835093, -0.2493345257169661 51.59707431430017, -0.2507697963842658 51.59780085028527, -0.250619398002598 51.599257801632874, -0.2499191970922348 51.59926362183966, -0.2494314483727014 51.59927255262148, -0.2483410649824819 51.59929249741439, -0.2472735963841202 51.59899588674009, -0.2475087575810075 51.5984499344937, -0.246757336631498 51.5984269600935, -0.245877570978947 51.59839421265312, -0.2459543931450447 51.59677505232845, -0.2470002728816142 51.59661083183422))",0.000212743,150,2362,5,20.797,0.135,0.062,12.175,-1.303,-0.128,39.038,47.35
